,TF,target
244,Clock,Sema3c
245,Clock,Sgta
246,Clock,Slc3a2
247,Clock,Snx13
248,Clock,Ssbp2
249,Clock,Tead1
250,Clock,Tle1
251,Clock,Tmem229a
252,Clock,Trio
253,Clock,Ube2t
254,Clock,Vps45
255,Clock,Xpo1
256,Creb3l2,Ankrd6
257,Creb3l2,Cadps
258,Creb3l2,Canx
259,Creb3l2,Csnk2a1
260,Creb3l2,Dpy19l3
261,Creb3l2,Dusp5
262,Creb3l2,Elovl5
263,Creb3l2,Fbxo33
264,Creb3l2,Fnip1
265,Creb3l2,Gfpt1
266,Creb3l2,Gk5
267,Creb3l2,Gnpnat1
268,Creb3l2,Gria2
269,Creb3l2,Hcfc2
270,Creb3l2,Idh1
271,Creb3l2,Kdm4c
272,Creb3l2,Kif1b
273,Creb3l2,Lims1
274,Creb3l2,Mapk8
275,Creb3l2,Mmp24
276,Creb3l2,Naf1
277,Creb3l2,Nup160
278,Creb3l2,Pcyt1a
279,Creb3l2,Pja2
280,Creb3l2,Rab3a
281,Creb3l2,Rap1b
282,Creb3l2,Rap1gap
283,Creb3l2,Ripply3
284,Creb3l2,Rrbp1
285,Creb3l2,Sec16a
286,Creb3l2,Sec24d
287,Creb3l2,Smg7
288,Creb3l2,Spcs3
289,Creb3l2,Srebf2
290,Creb3l2,Tceal1
291,Creb3l2,Trim33
292,Creb3l2,Tspan13
293,Creb3l2,Wasl
294,Cux2,3010003L21Rik
295,Cux2,Adk
296,Cux2,Atxn3
297,Cux2,Bmp2k
298,Cux2,Ccng1
299,Cux2,Cobll1
300,Cux2,Ddhd1
301,Cux2,Fmo5
302,Cux2,Gria2
303,Cux2,Hook1
304,Cux2,Met
305,Cux2,Pard6g
306,Cux2,Polr3d
307,Cux2,Slc16a12
308,Cux2,Sp3
309,Cux2,Spcs3
310,Cux2,Suz12
311,Cux2,Vps8
312,Dbp,Cfap20
313,Dbp,Igf2bp1
314,Dbp,Nacc1
315,Dbp,Sall4
316,Dbp,Tank
317,Dbp,Vamp4
318,Deaf1,1810062O18Rik
319,Deaf1,AI314180
320,Deaf1,Azin1
321,Deaf1,Bclaf1
322,Deaf1,Cab39
323,Deaf1,Clock
324,Deaf1,Dicer1
325,Deaf1,Eif4e
326,Deaf1,Epb41l5
327,Deaf1,Ext1
328,Deaf1,Galnt1
329,Deaf1,Larp4b
330,Deaf1,Lrrn1
331,Deaf1,Map3k2
332,Deaf1,Map7d2
333,Deaf1,Nckap1
334,Deaf1,Pam
335,Deaf1,Pcm1
336,Deaf1,Pkn2
337,Deaf1,Setd2
338,Deaf1,Sipa1l1
339,Deaf1,Snx13
340,Deaf1,Tmem229a
341,E2f1,1700030J22Rik
342,E2f1,2300009A05Rik
343,E2f1,Agps
344,E2f1,Anapc13
345,E2f1,Ankrd13d
346,E2f1,Arhgap39
347,E2f1,Arhgef18
348,E2f1,Asb8
349,E2f1,Casz1
350,E2f1,Ccne1
351,E2f1,Cd22
352,E2f1,Cdc14b
353,E2f1,Dcbld2
354,E2f1,Ddx23
355,E2f1,Dlg4
356,E2f1,Dnmt1
357,E2f1,Dusp3
358,E2f1,Efna2
359,E2f1,Egfl7
360,E2f1,Emid1
361,E2f1,Evl
362,E2f1,Fah
363,E2f1,Fnip1
364,E2f1,G6pc2
365,E2f1,Gba
366,E2f1,Hltf
367,E2f1,Hmga1
368,E2f1,Ifitm2
369,E2f1,Il3ra
370,E2f1,Inca1
371,E2f1,Inpp5b
372,E2f1,Ints6
373,E2f1,Irx2
374,E2f1,Kcnip3
375,E2f1,Lig1
376,E2f1,Lpin1
377,E2f1,Lsm10
378,E2f1,Mcm2
379,E2f1,Mcm3
380,E2f1,Mtmr3
381,E2f1,Ndufa10
382,E2f1,Nova2
383,E2f1,Nucks1
384,E2f1,Oat
385,E2f1,Plaa
386,E2f1,Plcxd2
387,E2f1,Ppp1r12b
388,E2f1,Ppp1r14a
389,E2f1,Ppp1r21
390,E2f1,Pprc1
391,E2f1,Prpf39
392,E2f1,Prps2
393,E2f1,Rbm3
394,E2f1,Rcor3
395,E2f1,Rfc5
396,E2f1,Rmnd5a
397,E2f1,Rnf126
398,E2f1,Sh3bp2
399,E2f1,Stard3nl
400,E2f1,Suz12
401,E2f1,Tacc2
402,E2f1,Tbcel
403,E2f1,Tesk1
404,E2f1,Timeless
405,E2f1,Tmem64
406,E2f1,Trak1
407,E2f1,Tsen15
408,E2f1,Tspan6
409,E2f1,Ttc13
410,E2f1,Usp34
411,E2f1,Wipf3
412,E2f1,Zbed3
413,E2f1,Zbtb10
414,E2f1,Zfpm1
415,E2f2,Asxl3
416,E2f2,Dennd4a
417,E2f2,Fut8
418,E2f2,Jade3
419,E2f6,Arhgap29
420,E2f6,Atxn7
421,E2f6,Auts2
422,E2f6,Cacna2d1
423,E2f6,Exoc4
424,E2f6,Fam60a
425,E2f6,Fam69b
426,E2f6,Hdlbp
427,E2f6,Hipk3
428,E2f6,Klhl32
429,E2f6,L3mbtl3
430,E2f6,Msra
431,E2f6,Mtf2
432,E2f6,N4bp2l2
433,E2f6,Ncor1
434,E2f6,Nrp2
435,E2f6,Paqr9
436,E2f6,Plcl1
437,E2f6,Ptpn9
438,E2f6,Rasgef1b
439,E2f6,Rbm33
440,E2f6,Ripk2
441,E2f6,Sept6
442,E2f6,Setd2
443,E2f6,Spred1
444,E2f6,Tbc1d5
445,E2f6,Tbrg4
446,E2f6,Trim7
447,E2f6,Xpot
448,E2f6,Zfp317
449,E2f6,Zfyve16
450,Egr1,Acvr2a
451,Egr1,Amfr
452,Egr1,Arih2
453,Egr1,Arntl
454,Egr1,Arpp19
455,Egr1,Bclaf1
456,Egr1,Brox
457,Egr1,Ccnl1
458,Egr1,Cdkn2aip
459,Egr1,Ctcf
460,Egr1,Dnajc1
461,Egr1,Efcab2
462,Egr1,Fam53b
463,Egr1,Foxn2
464,Egr1,Gm11837
465,Egr1,Ints12
466,Egr1,Ivns1abp
467,Egr1,Lsm5
468,Egr1,Mtch2
469,Egr1,Nck1
470,Egr1,Ocln
471,Egr1,Rap1gds1
472,Egr1,Rgs17
473,Egr1,Rnf167
474,Egr1,Setx
475,Egr1,Skap2
476,Egr1,Tmco1
477,Egr1,Tmem41b
478,Egr1,Tsc22d1
479,Egr1,Ubr1
480,Egr1,Ythdf3
481,Egr1,Zc3h13
482,Egr1,Zcchc6
483,Egr1,Zcchc7
484,Egr1,Zfp568
485,Egr1,Zfr
486,Elf1,0610009L18Rik
487,Elf1,1700019D03Rik
488,Elf1,Ago2
489,Elf1,Akap13
490,Elf1,Akirin2
491,Elf1,Arhgap21
492,Elf1,Arvcf
493,Elf1,Atp2b4
494,Elf1,Bbs10
495,Elf1,Bbs12
496,Elf1,Bclaf1
497,Elf1,Casz1
498,Elf1,Cdc27
499,Elf1,Cetn3
500,Elf1,Cxxc5
501,Elf1,Dnajc13
502,Elf1,Dock10
503,Elf1,Elac1
504,Elf1,Fam208a
505,Elf1,Gapvd1
506,Elf1,Gclc
507,Elf1,Gng12
508,Elf1,Gtpbp10
509,Elf1,Hcfc2
510,Elf1,Homer2
511,Elf1,Icmt
512,Elf1,Ikzf2
513,Elf1,Ing5
514,Elf1,Lancl3
515,Elf1,Lbr
516,Elf1,Ldlrad4
517,Elf1,Map3k1
518,Elf1,Mrpl1
519,Elf1,Myl12a
520,Elf1,N4bp2
521,Elf1,N4bp2l2
522,Elf1,Nfatc1
523,Elf1,Nr2f2
524,Elf1,Osbpl2
525,Elf1,Pam
526,Elf1,Pard3b
527,Elf1,Pcbp2
528,Elf1,Pced1b
529,Elf1,Pik3r3
530,Elf1,Plag1
531,Elf1,Ptpn11
532,Elf1,Rac1
533,Elf1,Ramp1
534,Elf1,Rapgefl1
535,Elf1,Rnf111
536,Elf1,Rtca
537,Elf1,Rtn4rl1
538,Elf1,Scaf11
539,Elf1,Sfxn2
540,Elf1,Sirt3
541,Elf1,Slc6a6
542,Elf1,Sox9
543,Elf1,Spred1
544,Elf1,Tbc1d12
545,Elf1,Thra
546,Elf1,Tmem126b
547,Elf1,Trim26
548,Elf1,Ttc38
549,Elf1,Txndc15
550,Elf1,Ube2v2
551,Elf1,Ube3a
552,Elf1,Wnk1
553,Elf1,Zbtb1
554,Elf1,Zc3h13
555,Elf1,Zc3h14
556,Elf1,Zc3h18
557,Elf1,Zdbf2
558,Elf1,Zfp800
559,Elf2,A630072M18Rik
560,Elf2,Bri3
561,Elf2,Carf
562,Elf2,Cdyl
563,Elf2,Cog1
564,Elf2,Crip1
565,Elf2,Crtc3
566,Elf2,Dicer1
567,Elf2,Eif4g2
568,Elf2,Fibp
569,Elf2,Luzp1
570,Elf2,Map1b
571,Elf2,Med15
572,Elf2,Mkln1
573,Elf2,Ncoa2
574,Elf2,Nipsnap3b
575,Elf2,Oxct1
576,Elf2,Prpf3
577,Elf2,Rab22a
578,Elf2,Rpf2
579,Elf2,Sbno1
580,Elf2,Sec61g
581,Elf2,Slc44a1
582,Elf2,Snn
583,Elf2,Snrpe
584,Elf2,Sp3
585,Elf2,Srd5a3
586,Elf2,Stxbp5l
587,Elf2,Tango2
588,Elf2,Tmem167
589,Elf2,Usp38
590,Elf2,Wdr5b
591,Elf2,Zbtb6
592,Elf3,Acvrl1
593,Elf3,Casp8ap2
594,Elf3,Cbfb
595,Elf3,Cds2
596,Elf3,Cited2
597,Elf3,Cpeb4
598,Elf3,Ctdspl2
599,Elf3,Disp1
600,Elf3,Eif4h
601,Elf3,Epb41l5
602,Elf3,Frs2
603,Elf3,Gtf2b
604,Elf3,Hnrnpk
605,Elf3,Ino80d
606,Elf3,Klhl22
607,Elf3,Mapre2
608,Elf3,Pcna
609,Elf3,Pdss1
610,Elf3,Ppp2ca
611,Elf3,Prpf4b
612,Elf3,Rab6a
613,Elf3,Rbck1
614,Elf3,Rtf1
615,Elf3,Srek1
616,Elf3,Ssbp1
617,Elf3,Ssbp2
618,Elf3,St3gal6
619,Elf3,Stt3a
620,Elf3,Tank
621,Elf3,Tbpl1
622,Elf3,Tmem131
623,Elf3,Trmt10c
624,Elf3,Tspyl1
625,Elf3,Ube2j1
626,Elf3,Yaf2
627,Elf4,Dus1l
628,Elf4,Parp11
629,Elf4,Slc30a4
630,Elf4,Sumo2
631,Elf4,Tead1
632,Elf4,Xpr1
633,Elk1,1810043G02Rik
634,Elk1,Aco1
635,Elk1,Bhlhb9
636,Elk1,Casz1
637,Elk1,Cnot1
638,Elk1,Dmxl1
639,Elk1,Eepd1
640,Elk1,Eif1b
641,Elk1,F3
642,Elk1,Fam58b
643,Elk1,Gphn
644,Elk1,Gsta4
645,Elk1,Jade3
646,Elk1,Mcf2l
647,Elk1,Mgat1
648,Elk1,Msi2
649,Elk1,Mtif2
650,Elk1,Ncald
651,Elk1,Pex2
652,Elk1,Plscr1
653,Elk1,Rab14
654,Elk1,Rmdn2
655,Elk1,Setx
656,Elk1,Smurf1
657,Elk1,Syn2
658,Elk1,Tmem33
659,Elk1,Tmtc2
660,Elk1,Tsga10
661,Elk1,Ubr1
662,Elk1,Utrn
663,Elk1,Zdhhc13
664,Elk1,Zfp317
665,Elk1,Zfp800
666,Elk3,1700008O03Rik
667,Elk3,3010003L21Rik
668,Elk3,Adam23
669,Elk3,Appl1
670,Elk3,Armcx4
671,Elk3,Car9
672,Elk3,Cerk
673,Elk3,Clock
674,Elk3,Cmc4
675,Elk3,Cobll1
676,Elk3,Cog3
677,Elk3,Ctbs
678,Elk3,Cyb561d2
679,Elk3,Cyp4b1
680,Elk3,Ddx25
681,Elk3,Dgcr8
682,Elk3,Drc1
683,Elk3,Emid1
684,Elk3,Enpep
685,Elk3,Ercc8
686,Elk3,Fah
687,Elk3,Fam120b
688,Elk3,Fam126b
689,Elk3,Fech
690,Elk3,Fras1
691,Elk3,Gm527
692,Elk3,Gosr1
693,Elk3,Herc4
694,Elk3,Hif1an
695,Elk3,Higd1a
696,Elk3,Kctd3
697,Elk3,Kdm4b
698,Elk3,Ldlrad4
699,Elk3,Lmntd2
700,Elk3,Mbnl1
701,Elk3,Mdc1
702,Elk3,Mpp6
703,Elk3,Mpz
704,Elk3,Mtor
705,Elk3,N4bp2l1
706,Elk3,Ncoa7
707,Elk3,Nptxr
708,Elk3,Nr6a1
709,Elk3,Pcsk7
710,Elk3,Pdxk
711,Elk3,Pigw
712,Elk3,Pik3c3
713,Elk3,Plekhf2
714,Elk3,Prkag1
715,Elk3,Prune
716,Elk3,Rap2b
717,Elk3,Rap2c
718,Elk3,Rufy1
719,Elk3,Sfrp5
720,Elk3,Sft2d3
721,Elk3,Sh3bp1
722,Elk3,Slc25a15
723,Elk3,Snx13
724,Elk3,Stard3nl
725,Elk3,Stk4
726,Elk3,Tap2
727,Elk3,Telo2
728,Elk3,Tmco3
729,Elk3,Tmed5
730,Elk3,Top2a
731,Elk3,Trabd
732,Elk3,Trmt112
733,Elk3,Ubxn8
734,Elk3,Uhrf2
735,Elk3,Usp32
736,Elk3,Vcpip1
737,Elk3,Wdfy3
738,Elk3,Wdr35
739,Elk3,Zcchc7
740,Elk3,Zfand2b
741,Elk3,Zfp280c
742,Elk3,Zfp518a
743,Elk4,Atxn2
744,Elk4,Brwd3
745,Elk4,Capn5
746,Elk4,Cobll1
747,Elk4,Dennd4c
748,Elk4,Efemp2
749,Elk4,Emid1
750,Elk4,Eml5
751,Elk4,Fbxo11
752,Elk4,Fgf11
753,Elk4,Fry
754,Elk4,Itgb6
755,Elk4,Lrrc42
756,Elk4,Lysmd3
757,Elk4,Minpp1
758,Elk4,Nr6a1
759,Elk4,Ptpn13
760,Elk4,Rfesd
761,Elk4,Rfx1
762,Elk4,Ripply3
763,Elk4,Slain1
764,Elk4,Sorbs2
765,Elk4,Tab2
766,Elk4,Tbpl1
767,Elk4,Tceal8
768,Elk4,Tfrc
769,Elk4,Tmem259
770,Elk4,Trpc4
771,Elk4,Ubr5
772,Elk4,Usp42
773,Elk4,Vti1b
774,Ep300,Asns
775,Ep300,Birc6
776,Ep300,C330018D20Rik
777,Ep300,Ccdc77
778,Ep300,Ccnc
779,Ep300,Chordc1
780,Ep300,Ebag9
781,Ep300,Ercc3
782,Ep300,Fbxl5
783,Ep300,Kdm1b
784,Ep300,March11
785,Ep300,Mier1
786,Ep300,Mnx1
787,Ep300,Nat10
788,Ep300,Nr3c1
789,Ep300,Phax
790,Ep300,Pigl
791,Ep300,Rad21
792,Ep300,Rfc3
793,Ep300,Rpf1
794,Ep300,Rsbn1
795,Ep300,Sgk3
796,Ep300,Slc25a20
797,Ep300,Spag9
798,Ep300,Tmtc3
799,Ep300,Trpm7
800,Ep300,Ttc14
801,Ep300,Zc3h15
802,Ep300,Zfp646
803,Erf,2810006K23Rik
804,Erf,Aff4
805,Erf,Ago1
806,Erf,Amfr
807,Erf,App
808,Erf,Arc
809,Erf,Arih2
810,Erf,Asap1
811,Erf,Asic2
812,Erf,Atxn7
813,Erf,B630019K06Rik
814,Erf,Bnip3l
815,Erf,Camkk2
816,Erf,Ccrl2
817,Erf,Cdkn2aip
818,Erf,Cept1
819,Erf,Clstn2
820,Erf,Cmpk1
821,Erf,Copb1
822,Erf,Crocc
823,Erf,Ctcf
824,Erf,Dbn1
825,Erf,Dixdc1
826,Erf,Evi5l
827,Erf,Fam204a
828,Erf,Fam208b
829,Erf,Fbxl14
830,Erf,Frs2
831,Erf,Gab1
832,Erf,Gigyf2
833,Erf,Gng12
834,Erf,Gon4l
835,Erf,Gps1
836,Erf,Hat1
837,Erf,Hhex
838,Erf,Homer1
839,Erf,Ipo5
840,Erf,Irf2
841,Erf,Jpx
842,Erf,Klhl32
843,Erf,Lhx1os
844,Erf,Lins1
845,Erf,Lrrc46
846,Erf,Lsg1
847,Erf,Lypd6b
848,Erf,Map10
849,Erf,Map9
850,Erf,Mars2
851,Erf,Mbtd1
852,Erf,Mecp2
853,Erf,Med7
854,Erf,Mphosph8
855,Erf,Mrpl35
856,Erf,Naa35
857,Erf,Nagk
858,Erf,Nelfe
859,Erf,Nsf
860,Erf,Orc4
861,Erf,Osbpl6
862,Erf,Otub1
863,Erf,Pclo
864,Erf,Pde10a
865,Erf,Phc2
866,Erf,Pih1d1
867,Erf,Ppan
868,Erf,Ppp2r3c
869,Erf,Prex1
870,Erf,Rab6a
871,Erf,Ramp1
872,Erf,Rasl10b
873,Erf,Rbp1
874,Erf,Rhno1
875,Erf,Riok3
876,Erf,Rnf31
877,Erf,Rnf41
878,Erf,Ruvbl1
879,Erf,Sema4c
880,Erf,Sertad2
881,Erf,Sfmbt1
882,Erf,Sft2d2
883,Erf,Sgsm1
884,Erf,Sgsm3
885,Erf,Simc1
886,Erf,Skap2
887,Erf,Slc35e3
888,Erf,Smu1
889,Erf,Sox9
890,Erf,Spint1
891,Erf,Srrm1
892,Erf,Stat1
893,Erf,Synj1
894,Erf,Tdrp
895,Erf,Thrap3
896,Erf,Tlk2
897,Erf,Tmem127
898,Erf,Tmem229a
899,Erf,Tnfaip1
900,Erf,Top2b
901,Erf,Trak2
902,Erf,Ubald1
903,Erf,Ubxn8
904,Erf,Vapb
905,Erf,Vps4a
906,Erf,Wdr5b
907,Erf,Yme1l1
908,Erf,Ypel5
909,Erf,Zbtb25
910,Erf,Zdhhc2
911,Erf,Zdhhc20
912,Erf,Zfp292
913,Erf,Zfp512
914,Erf,Zfp637
915,Erf,Zfp703
916,Erf,Zrsr1
917,Ets2,Add3
918,Ets2,Ddhd2
919,Ets2,Dnajc5
920,Ets2,Fam168a
921,Ets2,Golph3
922,Ets2,Hadhb
923,Ets2,Hipk1
924,Ets2,Hipk3
925,Ets2,Ift88
926,Ets2,Kdm3a
927,Ets2,Khdrbs2
928,Ets2,Nr1d2
929,Ets2,Otud4
930,Ets2,Phyhipl
931,Ets2,Plcb1
932,Ets2,Prpf39
933,Ets2,Smarcad1
934,Ets2,Sp4
935,Ets2,Tmem229b
936,Ets2,Usp37
937,Ets2,Vmp1
938,Etv1,2610002M06Rik
939,Etv1,Add3
940,Etv1,Bex1
941,Etv1,Bmpr1a
942,Etv1,Ccnd2
943,Etv1,Cltc
944,Etv1,Lyst
945,Etv1,Ncam1
946,Etv1,Ncoa7
947,Etv1,Phldb1
948,Etv1,Pigp
949,Etv1,Pum2
950,Etv1,Sgms1
951,Etv1,Smarca1
952,Etv1,Ubxn7
953,Etv3,0610030E20Rik
954,Etv3,1110008L16Rik
955,Etv3,A330009N23Rik
956,Etv3,Akr1b8
957,Etv3,Cacnb2
958,Etv3,Casp3
959,Etv3,Ddr1
960,Etv3,Dnajc1
961,Etv3,Epb41l4aos
962,Etv3,Inip
963,Etv3,Katna1
964,Etv3,Lfng
965,Etv3,Mars
966,Etv3,Mbd5
967,Etv3,Mllt6
968,Etv3,Mrpl20
969,Etv3,Phax
970,Etv3,Pik3r4
971,Etv3,Plcb1
972,Etv3,Ppp3cc
973,Etv3,R3hdm1
974,Etv3,Rad17
975,Etv3,Rnf145
976,Etv3,Scrn1
977,Etv3,Sf3b1
978,Etv3,Slc27a1
979,Etv3,Tceal3
980,Etv3,Tcf4
981,Etv3,Topbp1
982,Etv3,Uvssa
983,Etv3,Wsb1
984,Etv3,Zc3h7b
985,Etv3,Zfp113
986,Etv3,Zfp53
987,Etv5,AI314180
988,Etv5,Abca5
989,Etv5,Aftph
990,Etv5,Ankrd28
991,Etv5,Anp32b
992,Etv5,Dram2
993,Etv5,Dusp22
994,Etv5,Dzip3
995,Etv5,Fam135a
996,Etv5,Farp1
997,Etv5,Fbxl3
998,Etv5,Fbxw7
999,Etv5,Fnbp1l
1000,Etv5,Fzd3
1001,Etv5,Hdgfrp3
1002,Etv5,Hspa9
1003,Etv5,Kdm4c
1004,Etv5,Kmt2c
1005,Etv5,Lancl3
1006,Etv5,Lbr
1007,Etv5,Map3k3
1008,Etv5,Map4k3
1009,Etv5,Me2
1010,Etv5,Mex3b
1011,Etv5,Peli1
1012,Etv5,Prdm4
1013,Etv5,Prrg3
1014,Etv5,Qrich1
1015,Etv5,Rbm12b2
1016,Etv5,Sertad2
1017,Etv5,Spata1
1018,Etv5,Stam
1019,Etv5,Ubn2
1020,Etv5,Wdr36
1021,Etv5,Xk
1022,Etv5,Ythdc1
1023,Etv5,Zbtb11
1024,Etv5,Zdhhc3
1025,Etv6,Fcho2
1026,Etv6,Fkbp5
1027,Etv6,Prorsd1
1028,Fos,1110019D14Rik
1029,Fos,1700086L19Rik
1030,Fos,Abl1
1031,Fos,Ank
1032,Fos,Anxa4
1033,Fos,Arc
1034,Fos,Arhgef40
1035,Fos,Bcl9
1036,Fos,Btaf1
1037,Fos,Btg2
1038,Fos,Calm1
1039,Fos,Camk2b
1040,Fos,Cdc42se1
1041,Fos,Cdk5
1042,Fos,Chgb
1043,Fos,Clcn5
1044,Fos,Cpn1
1045,Fos,Cyb5r3
1046,Fos,Dusp1
1047,Fos,Ets2
1048,Fos,Fam118a
1049,Fos,Fam221a
1050,Fos,Fosb
1051,Fos,Gde1
1052,Fos,Ghr
1053,Fos,Glul
1054,Fos,Gnas
1055,Fos,Gpx3
1056,Fos,Guca1a
1057,Fos,H3f3b
1058,Fos,Hhex
1059,Fos,Ier2
1060,Fos,Irf2bpl
1061,Fos,Jak2
1062,Fos,Jun
1063,Fos,Junb
1064,Fos,Jund
1065,Fos,Kcnmb2
1066,Fos,Kif1a
1067,Fos,Klf6
1068,Fos,Malat1
1069,Fos,Mapre2
1070,Fos,Mcoln3
1071,Fos,Nlk
